scene,split,step,psnr,ssim,lpips,ellipse_time,num_GS,mem_gb,script_path,partition,log_out,log_err,trace,sample,project_dir,gpus,cpus,mem,time,force_overwrite,gpu_type,scenes,args,profile_output
garden,train,6999,,,,183.10930848121643,778998,3.137639045715332,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-True
garden,train,6999,,,,209.09683656692505,786954,1.2008190155029297,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-False
garden,train,6999,,,,262.93975734710693,3952486,7.772202491760254,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-True
garden,train,6999,,,,309.571902513504,3975263,5.8567585945129395,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-False
garden,train,6999,,,,199.4789297580719,140743,0.32140064239501953,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-True_eic-False
garden,train,6999,,,,159.34684133529663,311425,2.5226364135742188,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-True
garden,train,6999,,,,159.46403002738953,309140,0.5703697204589844,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-False
garden,train,29999,,,,828.0507414340973,995481,3.448457717895508,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-True
garden,train,29999,,,,938.1392374038696,992819,1.4962172508239746,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-False
garden,train,29999,,,,1656.4732630252838,4963717,9.255745887756348,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-True
garden,train,29999,,,,1800.0946464538574,4972313,7.319902420043945,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-False
garden,train,29999,,,,841.5299799442291,161006,0.3481779098510742,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-True_eic-False
garden,train,29999,,,,675.1921036243439,435263,2.733889102935791,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-True
garden,train,29999,,,,674.7385241985321,433050,0.7816953659057617,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-False
garden,val,6999,24.049856185913086,0.7757527232170105,0.20380213856697083,0.054846237103144325,778998,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-True
garden,val,6999,24.15224266052246,0.7758907079696655,0.20430509746074677,0.018928786118825276,786954,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-False
garden,val,6999,26.61512565612793,0.8377911448478699,0.11913575977087021,0.0730752448240916,3952486,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-True
garden,val,6999,26.606704711914062,0.8377784490585327,0.11864762008190155,0.07557691136995952,3975263,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-False
garden,val,6999,22.579784393310547,0.6643344759941101,0.38120684027671814,0.050240904092788696,140743,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-True_eic-False
garden,val,6999,24.61456298828125,0.6990734934806824,0.33011743426322937,0.03329793612162272,311425,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-True
garden,val,6999,24.58326530456543,0.6983563899993896,0.33067652583122253,0.03162397940953573,309140,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-False
garden,val,29999,25.84955406188965,0.8177609443664551,0.14633315801620483,0.05027317007382711,995481,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-True
garden,val,29999,25.67914390563965,0.815333366394043,0.14667683839797974,0.024670918782552082,992819,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-True_eic-False
garden,val,29999,27.706289291381836,0.8709821105003357,0.07254445552825928,0.09474889437357585,4963717,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-True
garden,val,29999,27.696563720703125,0.8708726763725281,0.07218107581138611,0.08698886632919312,4972313,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 1 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-1_efc-False_eic-False
garden,val,29999,24.349843978881836,0.7253326177597046,0.2843305468559265,0.056443204482396446,161006,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-True_eic-False
garden,val,29999,25.909603118896484,0.7660355567932129,0.22620058059692383,0.03070435921351115,435263,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-True
garden,val,29999,25.885894775390625,0.7656194567680359,0.22670185565948486,0.03018998106320699,433050,,/scratch/rhm4nj/gpu_arch/gsplat-fork/examples/benchmarks/custom_mod.sh,gpu,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_out/%x-%j.out,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/slurm_err/%x-%j.err,"cuda,osrt,nvtx",cpu,/scratch/rhm4nj/gpu_arch/gsplat-fork,1,4,32G,04:30:00,true,a6000,garden,--optimizer-stride 4 --no-enable-frustum-culling --no-enable-input-cache,/scratch/rhm4nj/gpu_arch/gsplat-fork/scripts/slurm/outputs/2026-03-23_23-59-19_ablations/results/profile_gsplat_os-4_efc-False_eic-False
